Year,Municipality,Crop,Mean_Yield,GP_Pred,Residual,Abs_Error
2009,DELORAINE-WINCHESTER,RED SPRING WHEAT,1.5004762745163331,0.5191971554797791,0.9812791190365541,0.9812791190365541
2009,DESALABERRY,ARGENTINE CANOLA,0.7911278713629404,0.168374223217298,0.6227536481456424,0.6227536481456424
2009,DESALABERRY,OATS,1.7217446079419474,0.6944946066475687,1.0272500012943788,1.0272500012943788
2009,DESALABERRY,RED SPRING WHEAT,1.390576127320955,0.47824659187457685,0.9123295354463781,0.9123295354463781
2009,DUFFERIN,ARGENTINE CANOLA,0.9741826490518763,0.05580594207912437,0.918376706972752,0.918376706972752
2009,DUFFERIN,BARLEY,1.47,0.5999275436007261,0.8700724563992739,0.8700724563992739
2009,DUFFERIN,GRAIN CORN,1.312420655580938,1.043952236359513,0.26846841922142484,0.26846841922142484
2009,DUFFERIN,OATS,1.8139311766078237,0.5822039285467734,1.2317272480610502,1.2317272480610502
2009,DUFFERIN,PROC POTATOES-IRRIG,12.311,8.256133892119736,4.0548661078802635,4.0548661078802635
2009,DUFFERIN,RED SPRING WHEAT,1.6529761030107937,0.38328169280398894,1.2696944102068048,1.2696944102068048
2009,DUFFERIN,WHITE PEA BEANS,0.5608237885462556,-0.1912439023655268,0.7520676909117824,0.7520676909117824
2009,ELLICE-ARCHIE,ALFALFA/GRASS MIX.,0.8383880190605854,0.9257506525201247,-0.08736263345953932,0.08736263345953932
2009,ELLICE-ARCHIE,ARGENTINE CANOLA,0.9416230429327368,0.286523978771569,0.6550990641611678,0.6550990641611678
2009,ELLICE-ARCHIE,RED SPRING WHEAT,1.3018898088775448,0.6218068494789578,0.680082959398587,0.680082959398587
2009,ELTON,ARGENTINE CANOLA,1.0422994354989898,0.2838267281243332,0.7584727073746567,0.7584727073746567
2009,ELTON,BARLEY,1.3547307803052115,0.8316375706561797,0.5230932096490318,0.5230932096490318
2009,ELTON,FLAX,0.7837441835299211,0.03180784260115965,0.7519363409287615,0.7519363409287615
2009,ELTON,OATS,1.92,0.8032116238144947,1.116788376185505,1.116788376185505
2009,ELTON,RED SPRING WHEAT,1.3746413508557456,0.603974804786467,0.7706665460692785,0.7706665460692785
2009,EMERSON-FRANKLIN,ARGENTINE CANOLA,0.7423272763011335,0.2067534953501018,0.5355737809510317,0.5355737809510317
2009,EMERSON-FRANKLIN,BARLEY,1.157541269608562,0.7515620134276073,0.40597925618095476,0.40597925618095476
2009,EMERSON-FRANKLIN,OATS,1.45919052523172,0.7350564255290845,0.7241340997026356,0.7241340997026356
2009,EMERSON-FRANKLIN,RED SPRING WHEAT,1.1486986151430068,0.5191663718707238,0.629532243272283,0.629532243272283
2009,ETHELBERT,ARGENTINE CANOLA,0.874,0.18125419087675398,0.692745809123246,0.692745809123246
2009,ETHELBERT,RED SPRING WHEAT,0.8970416666666665,0.546227685518343,0.3508139811483235,0.3508139811483235
2009,FISHER,ALFALFA,1.594,1.5172138943283486,0.07678610567165145,0.07678610567165145
2009,FISHER,ALFALFA/GRASS MIX.,1.3306018771998436,1.2501391024252908,0.08046277477455277,0.08046277477455277
2009,FISHER,ARGENTINE CANOLA,0.6736296703296704,0.3149457730234644,0.358683897306206,0.358683897306206
2009,FISHER,RED SPRING WHEAT,0.7088439178515008,0.630003972792569,0.07883994505893177,0.07883994505893177
2009,GILBERT PLAINS,ALFALFA,1.509,1.4434142159032926,0.06558578409670734,0.06558578409670734
2009,GILBERT PLAINS,ALFALFA/GRASS MIX.,1.361,1.2616793374944861,0.09932066250551386,0.09932066250551386
2009,GILBERT PLAINS,ARGENTINE CANOLA,0.9587807968219684,0.5494510109777813,0.4093297858441871,0.4093297858441871
